t,inp,resp,fit
4.68,-12.000000166332,-10.6062305363862,-11.3911894220793
4.7,-11.999999762361,-10.7724125660839,-11.4049783147986
4.72,-11.999999718857,-10.8677579983723,-11.4151097613351
4.74,-11.9999997714875,-10.9323539661758,-11.4225537243357
4.76,-11.999999802079,-10.9981235179804,-11.4280231197692
4.78,-12.0000002895319,-11.0702761959094,-11.4320418637207
4.8,-11.9999998620775,-11.1168127096079,-11.4349946881657
4.82,-11.9999998512664,-11.1681981922957,-11.4371641761297
4.84,-12.0000002658019,-11.20565500702,-11.4387581981588
4.86,-12.0000002107567,-11.2216571794068,-11.439929420444
4.88,-11.9999997490377,-11.2717375269451,-11.4407899847015
4.9,-11.9999995746046,-11.2969545025214,-11.4414224082813
4.92,-12.0000000190518,-11.301915055261,-11.4418869738964
4.94,-12.0000002353186,-11.342880838478,-11.4422283111226
4.96,-12.000000269225,-11.3895852963722,-11.4424792137781
4.98,-12.0000002606635,-11.4027218764972,-11.4426635507837
5,-12.0000000538667,-11.4044493744596,-11.4427988757596
5.02,4.18206989140896,-11.4137201777966,-11.4428982617737
5.04,12.0000000864522,-11.415607537046,-11.4429713981467
5.06,11.9999998768756,-11.4144402043712,-11.4430251898585
5.08,11.9999995886442,-11.3732706656968,-11.4430647219386
5.1,11.9999996016797,-11.2642550024239,-11.4430937660007
5.12,11.9999999665406,-10.3466616024875,-11.4431150538415
5.14,12.000000097778,-10.142808629766,-7.35002085485038
5.16,11.9999999646998,-7.88099643549557,-2.3651410780074
5.18,12.0000002016013,-3.89798053193256,1.29750330950698
5.2,11.9999992999753,0.0962220189590046,3.98863415732453
5.22,11.9999997663815,2.26186608784599,5.96594472371148
5.24,12.0000001937636,3.20208633745514,7.41877535101319
5.26,12.0000002377149,4.2761154958671,8.48624386054578
5.28,11.9999999382022,7.72192239625837,9.27056717607322
5.3,11.9999998357847,8.67861126336589,9.84684942529418
5.32,11.9999998866169,9.14437852070161,10.2702730451064
5.34,12.0000000726064,9.62864035208879,10.5813840095832
5.36,12.000000001948,9.8241657106182,10.8099731500072
5.38,11.9999999680286,9.9203312863943,10.9779292165998
5.4,12.0000004433092,10.1085304538759,11.1013349963672
5.42,12.0000002711431,10.4014744557296,11.192007466776
5.44,9.68440980940268,10.6293293982662,11.2586291504699
5.46,-10.4201032217549,10.7245967645843,11.3075795333947
5.48,-11.9999999806781,10.8274444746971,11.3435458488958
5.5,-11.9999999630643,11.0136446439863,11.3699721196677
5.52,-12.0000000622245,10.9236206669925,11.3893889636703
5.54,-12.0000001995163,10.298670727497,11.4036554619293
5.56,-11.99999977081,8.91391610832689,10.8284298892451
5.58,-11.9999997627577,6.5994598711417,5.32052570366283
5.6,-12.0000001912021,4.68336585314274,0.873967903935696
5.62,-12.000000451981,0.335825420291728,-2.3931440248396
5.64,-12.00000038617,-1.57598527708847,-4.79365717725691
5.66,-12.0000000873542,-3.86103487885558,-6.55743618875096
5.68,-11.9999995989794,-7.27534540966783,-7.85337413297697
5.7,-11.9999998936646,-9.00273915172639,-8.80556558172196
5.72,-12.0000002863979,-10.340207965567,-9.50518912580014
5.74,-12.0000002528416,-11.720257823711,-10.0192381556069
5.76,-12.0000003015606,-12.4184599409174,-10.3969360786231
